------------------------------------------------
Total value: 40581
Total cost: 34081

3  120 20
8  138 38
13  156 56
14  156 56
34  219 119
39  237 137
42  249 149
45  257 157
65  326 226
66  326 226
67  326 226
69  332 232
71  340 240
72  341 241
73  342 242
74  347 247
79  360 260
97  461 361
99  467 367
101  470 370
102  471 371
103  481 381
104  484 384
105  490 390
106  491 391
107  492 392
111  510 410
128  603 503
130  609 509
131  610 510
132  613 513
133  619 519
134  622 522
136  630 530
137  637 537
140  642 542
161  713 613
166  736 636
167  741 641
169  745 645
170  750 650
171  752 652
172  760 660
174  775 675
175  781 681
193  851 751
196  854 754
197  860 760
199  868 768
200  870 770
201  875 775
202  876 776
204  884 784
205  886 786
206  898 798
224  981 881
225  985 885
228  998 898
231  1005 905
233  1013 913
234  1021 921
235  1022 922
237  1033 933
238  1037 937
239  1037 937

Time to completion: 8.338 seconds.
