------------------------------------------------
Total value: 20073
Total cost: 15573

0  101 1
1  110 10
2  122 22
3  147 47
4  191 91
5  197 97
6  199 99
7  200 100
8  201 101
9  219 119
10  222 122
11  223 123
12  237 137
13  239 139
14  287 187
15  311 211
16  332 232
17  347 247
18  376 276
19  381 281
20  405 305
21  425 325
22  431 331
23  447 347
24  456 356
25  461 361
26  467 367
27  507 407
28  527 427
29  539 439
30  563 463
31  575 475
32  586 486
33  622 522
34  630 530
35  654 554
36  689 589
37  709 609
38  713 613
39  727 627
40  745 645
41  750 650
43  790 690
56  943 843
60  1070 970

Time to completion: 21.6071 seconds.
